date,open,high,low,close,volume
2023-06-28 17:05:00,121.31,121.31,121.31,121.31,525
2023-06-28 17:10:00,121.33,121.33,121.33,121.33,400
2023-06-28 17:15:00,121.14,121.33,121.14,121.33,206
2023-06-28 17:25:00,121.3599,121.3599,121.34,121.34,300
2023-06-28 17:35:00,121.37,121.38,121.32,121.32,940
2023-06-28 17:40:00,121.39,121.39,121.39,121.39,1400
2023-06-28 17:45:00,121.33,121.33,121.33,121.33,200
2023-06-28 17:50:00,121.3567,121.3567,121.3567,121.3567,200
2023-06-28 18:00:00,121.38,121.38,121.38,121.38,200
2023-06-28 18:15:00,121.36,121.4,121.36,121.4,1474
2023-06-28 18:20:00,121.3999,121.44,121.3999,121.44,502
2023-06-28 18:25:00,121.4,121.49,121.4,121.49,257
2023-06-28 18:30:00,121.5,121.5,121.5,121.5,200
2023-06-28 18:45:00,121.5,121.5,121.4999,121.5,595
2023-06-28 18:50:00,121.45,121.45,121.45,121.45,318
2023-06-28 18:55:00,121.5,121.5,121.5,121.5,100
2023-06-28 19:00:00,121.5,121.5,121.5,121.5,100
2023-06-28 19:05:00,121.35,121.35,121.35,121.35,298
2023-06-28 19:10:00,121.4501,121.4501,121.45,121.45,640
2023-06-28 19:15:00,121.5,121.5,121.36,121.36,4074
2023-06-28 19:20:00,121.37,121.37,121.36,121.36,551
2023-06-28 19:25:00,121.24,121.24,121.24,121.24,478
2023-06-28 19:30:00,121.23,121.24,121.22,121.24,1499
2023-06-28 19:35:00,121.24,121.25,121.24,121.25,205
2023-06-28 19:40:00,121.24,121.37,121.23,121.35,1088
2023-06-28 19:50:00,121.35,121.43,121.29,121.29,534
2023-06-29 04:00:00,121.0,121.0,121.0,121.0,319
2023-06-29 04:05:00,120.82,120.82,120.62,120.64,1589
2023-06-29 04:10:00,120.55,120.59,120.55,120.59,570
2023-06-29 04:20:00,120.7,120.7,120.64,120.64,965
2023-06-29 04:25:00,120.62,120.62,120.58,120.58,518
2023-06-29 04:30:00,120.55,120.55,120.43,120.43,627
2023-06-29 04:35:00,120.41,120.41,120.27,120.27,604
2023-06-29 04:40:00,120.38,120.52,120.36,120.52,921
2023-06-29 04:45:00,120.43,120.43,120.39,120.39,574
2023-06-29 04:50:00,120.44,120.44,120.22,120.22,1218
2023-06-29 04:55:00,120.54,120.59,120.5,120.5,890
2023-06-29 05:00:00,120.5,120.5,120.42,120.42,315
2023-06-29 05:05:00,120.51,120.51,120.34,120.34,500
2023-06-29 05:15:00,120.48,120.52,120.48,120.52,352
2023-06-29 05:20:00,120.5,120.5,120.5,120.5,312
2023-06-29 05:25:00,120.42,120.57,120.42,120.57,273
2023-06-29 05:30:00,120.71,120.72,120.64,120.64,561
2023-06-29 05:35:00,120.77,120.89,120.77,120.89,300
2023-06-29 05:45:00,120.85,120.89,120.85,120.89,283
2023-06-29 05:50:00,121.08,121.18,121.01,121.18,1291
2023-06-29 05:55:00,121.27,121.29,121.25,121.25,1215
2023-06-29 06:00:00,121.19,121.23,121.19,121.23,2844
2023-06-29 06:05:00,120.99,121.02,120.98,120.98,300
2023-06-29 06:15:00,121.3,121.4,121.3,121.4,397
2023-06-29 06:25:00,121.45,121.6,121.45,121.6,368
2023-06-29 06:30:00,121.59,121.59,121.59,121.59,420
2023-06-29 06:40:00,121.43,121.43,121.43,121.43,320
